2023-05-17		15:53:25	301e3bf1-f7f7-46ef-a621-a7296e76beab	 GET	/New-page	undefined 
2023-05-17		15:53:25	6513fcd8-fffd-4dc2-ac41-a553afeb1154	 GET	/css/style.css	undefined 
2023-05-18		09:45:47	d750cde7-d691-415a-9692-da85669cd9a4	 OPTIONS	/	https://www.google.com 
2023-05-18		09:45:47	a7bc7cb3-3ba0-4bc5-9748-c083bd0ca6ce	 GET	/	https://www.google.com 
2023-05-18		11:04:24	deac9668-9b3d-4876-b17c-4cb9e36fe39d	 OPTIONS	/	https://www.google.com 
2023-05-18		11:04:24	1f371784-f916-440d-91d3-800ae12897bb	 GET	/	https://www.google.com 
2023-05-18		11:06:59	e99d87fb-5a06-4f96-a593-0591138b4b30	 OPTIONS	/	https://www.google.com 
2023-05-18		11:06:59	af095f98-53e4-4dd6-9544-f09456633ad2	 GET	/	https://www.google.com 
2023-05-18		11:10:28	013200d4-0e00-4bf8-8a06-80389f47f42d	 OPTIONS	/	https://www.google.com 
2023-05-18		11:10:28	1b187f32-2c41-4c14-8a1a-32d3d879e5bd	 GET	/	https://www.google.com 
2023-05-18		11:17:46	518b369d-6699-496a-8029-fa7404eed758	 OPTIONS	/	https://www.google.com 
2023-05-18		11:17:46	5fa71d51-af32-41dc-ba80-cce18e4f9cab	 GET	/	https://www.google.com 
2023-05-18		11:18:19	c81f9bf8-b3fe-4bde-9afe-8ef6caa76e39	 OPTIONS	/	https://www.google.com 
2023-05-18		11:18:19	434e6955-732d-4efa-8788-9cfe15a4809c	 GET	/	https://www.google.com 
2023-05-18		11:19:40	f55ff215-3bed-4504-a557-d96a1e6b1d75	 OPTIONS	/	https://www.google.com 
2023-05-18		11:19:40	decadde4-ad23-40b5-950a-c09af8730572	 GET	/	https://www.google.com 
2023-05-18		11:25:11	e55e3b1a-b2d6-4cf2-9cce-3f694786cb19	 OPTIONS	/	https://www.google.com 
2023-05-18		11:25:11	b4042ce6-74b3-4a7a-8e03-c86ae85f0f7d	 GET	/	https://www.google.com 
2023-05-18		11:29:42	e2ad187c-1504-42c9-adf5-741f69f01b40	 OPTIONS	/	https://www.google.com 
2023-05-18		11:29:42	15ddd347-7f4b-49b5-a22c-fb7a1bd12af1	 GET	/	https://www.google.com 
2023-05-18		11:41:24	969e9618-f7a2-4e31-ad50-9a3d74159d1c	 OPTIONS	/	https://www.google.com 
2023-05-18		11:41:24	af86c241-dc71-41af-9c37-e3e3152bfbef	 GET	/	https://www.google.com 
2023-05-18		11:51:36	c6485a1b-34a0-4fab-bbf2-0fb1584a8cde	 GET	/404	undefined 
2023-05-18		11:51:36	e0ad43d5-5f5e-49b3-b792-9e3004a7aadb	 GET	/css/style.css	undefined 
2023-05-18		11:51:36	c784f533-d1d7-4357-a722-1f009a5fb575	 GET	/favicon.ico	undefined 
2023-05-18		11:53:22	14f9b543-a6f4-487e-bc27-9b40f2e25e5d	 GET	/404	undefined 
2023-05-18		11:53:22	61557f2e-5dfd-4623-9d4d-3658bba6fef1	 GET	/css/style.css	undefined 
2023-05-18		11:53:36	a13245aa-4889-451c-9840-62cd3aa3d31e	 GET	/	undefined 
2023-05-18		11:53:36	59d4bf60-a180-408a-ab94-f30b00965ff3	 GET	/css/style.css	undefined 
2023-05-18		11:53:53	fc8555d3-75f3-4629-a9d0-774ebc62a425	 GET	/ade	undefined 
2023-05-18		11:53:53	cf8a6a31-4ac3-49eb-96ce-6ed3e5361dae	 GET	/css/style.css	undefined 
